ID da viagem,Data,Hora,Linha de ônibus,Número de passageiros,Tipo de veículo,Localização de partida,Localização de chegada,Tempo de viagem,Custo da viagem
888,2023-04-02,10:02,Linha 101,7,Micro-ônibus,Zona Sul,Zona Norte,66,8.8
889,2023-10-04,02:49,Linha 101,11,Micro-ônibus,Centro,Zona Sul,42,6.6
890,2023-11-08,20:46,Linha 101,33,Elétrico,Centro,Zona Sul,23,5.65
891,2023-08-24,07:23,Linha 505,36,Micro-ônibus,Zona Oeste,Zona Sul,83,8.75
892,2023-07-27,15:56,Linha 303,26,Micro-ônibus,Zona Oeste,Centro,19,5.75
893,2023-12-17,20:44,Linha 303,30,Micro-ônibus,Zona Norte,Zona Oeste,89,10.15
894,2023-08-21,20:44,Linha 404,15,Elétrico,Zona Sul,Zona Leste,29,7.45
895,2023-11-07,22:38,Linha 101,27,Ônibus convencional,Zona Sul,Zona Norte,26,6.8
896,2023-03-09,05:04,Linha 202,24,Ônibus convencional,Zona Norte,Centro,47,8.15
897,2023-09-23,07:04,Linha 404,214,Articulado,Zona Sul,Zona Leste,26,7.3
898,2023-08-16,03:00,Linha 505,63,Articulado,Centro,Zona Oeste,11,5.55
899,2023-03-06,21:39,Linha 505,24,Elétrico,Centro,Zona Oeste,23,6.15
900,2023-03-24,22:14,Linha 202,139,Articulado,Centro,Zona Leste,58,7.6
901,2023-05-10,06:08,Linha 202,41,Elétrico,Centro,Zona Leste,90,9.2
902,2023-07-24,00:37,Linha 404,76,Articulado,Zona Sul,Zona Leste,21,7.05
903,2023-02-02,09:14,Linha 202,20,Elétrico,Zona Norte,Centro,88,10.2
904,2023-08-29,08:15,Linha 202,34,Micro-ônibus,Zona Norte,Centro,89,8.75
905,2023-06-06,10:29,Linha 505,20,Ônibus convencional,Centro,Zona Oeste,86,9.3
906,2023-10-23,18:29,Linha 404,108,Ônibus convencional,Zona Sul,Zona Leste,12,6.6
907,2023-03-03,07:10,Linha 505,106,Ônibus convencional,Zona Oeste,Zona Sul,53,9.15
908,2023-07-15,07:47,Linha 404,88,Elétrico,Zona Leste,Centro,14,5.5
909,2023-04-10,13:22,Linha 202,47,Elétrico,Centro,Zona Leste,77,8.55
910,2023-02-13,07:55,Linha 404,132,Articulado,Zona Sul,Zona Leste,71,9.55
911,2023-05-19,17:19,Linha 101,94,Elétrico,Centro,Zona Sul,30,6.0
912,2023-02-17,11:11,Linha 404,9,Micro-ônibus,Zona Sul,Zona Leste,22,7.1
913,2023-08-29,10:51,Linha 202,142,Articulado,Centro,Zona Leste,24,5.9
914,2023-12-27,21:16,Linha 303,12,Micro-ônibus,Zona Norte,Zona Oeste,23,6.85
915,2023-05-16,17:43,Linha 101,116,Ônibus convencional,Centro,Zona Sul,51,7.05
916,2023-03-12,13:45,Linha 505,16,Elétrico,Zona Oeste,Zona Sul,48,6.8
917,2023-03-07,00:01,Linha 202,10,Micro-ônibus,Centro,Zona Leste,11,5.25
918,2023-01-02,09:05,Linha 505,9,Micro-ônibus,Centro,Zona Oeste,82,9.1
919,2023-08-01,19:16,Linha 303,111,Articulado,Zona Norte,Zona Oeste,15,6.45
920,2023-03-22,23:00,Linha 202,51,Articulado,Zona Norte,Centro,64,9.5
921,2023-11-14,03:37,Linha 202,48,Elétrico,Centro,Zona Leste,74,8.4
922,2023-12-25,18:22,Linha 101,92,Ônibus convencional,Zona Sul,Zona Norte,55,8.25
923,2023-07-03,22:58,Linha 202,22,Elétrico,Zona Norte,Centro,80,10.3
924,2023-04-03,10:18,Linha 303,47,Elétrico,Zona Norte,Zona Oeste,88,10.1
925,2023-08-17,15:44,Linha 404,22,Micro-ônibus,Zona Sul,Zona Leste,12,6.6
926,2023-03-14,00:46,Linha 202,42,Ônibus convencional,Centro,Zona Leste,11,5.25
927,2023-08-06,03:07,Linha 505,44,Elétrico,Centro,Zona Oeste,90,9.5
928,2023-01-30,12:16,Linha 303,66,Ônibus convencional,Zona Oeste,Centro,70,8.2
929,2023-12-13,13:07,Linha 505,63,Ônibus convencional,Zona Oeste,Zona Sul,90,11.0
930,2023-01-17,10:06,Linha 303,98,Articulado,Zona Norte,Zona Oeste,56,8.5
931,2023-03-08,13:00,Linha 101,24,Elétrico,Zona Sul,Zona Norte,85,9.75
932,2023-08-03,02:12,Linha 404,16,Elétrico,Zona Sul,Zona Leste,69,9.45
933,2023-12-18,05:37,Linha 404,40,Elétrico,Zona Sul,Zona Leste,20,7.0
934,2023-03-15,04:34,Linha 404,28,Micro-ônibus,Zona Sul,Zona Leste,30,7.5
935,2023-11-07,18:52,Linha 202,54,Elétrico,Centro,Zona Leste,16,5.5
936,2023-03-18,04:23,Linha 505,69,Ônibus convencional,Centro,Zona Oeste,13,5.65
937,2023-01-11,04:35,Linha 303,137,Articulado,Zona Norte,Zona Oeste,13,6.35
938,2023-07-14,00:40,Linha 303,128,Articulado,Zona Norte,Zona Oeste,60,8.7
939,2023-02-12,06:42,Linha 303,35,Ônibus convencional,Zona Norte,Zona Oeste,28,7.1
940,2023-11-01,14:14,Linha 202,64,Ônibus convencional,Centro,Zona Leste,34,6.4
941,2023-06-01,07:43,Linha 303,158,Articulado,Zona Oeste,Centro,59,8.95
942,2023-08-17,17:03,Linha 101,100,Elétrico,Zona Sul,Zona Norte,81,9.55
943,2023-05-17,09:20,Linha 101,48,Elétrico,Zona Sul,Zona Norte,12,6.1
944,2023-06-20,03:09,Linha 202,41,Ônibus convencional,Zona Norte,Centro,81,8.45
945,2023-04-24,12:05,Linha 404,109,Articulado,Zona Sul,Zona Leste,47,8.35
946,2023-02-03,05:47,Linha 101,26,Elétrico,Zona Sul,Zona Norte,18,6.4
947,2023-10-23,02:17,Linha 303,145,Articulado,Zona Oeste,Centro,37,6.85
948,2023-10-23,09:31,Linha 202,6,Micro-ônibus,Centro,Zona Leste,74,8.4
949,2023-06-17,18:23,Linha 303,270,Articulado,Zona Norte,Zona Oeste,59,8.65
950,2023-11-29,08:30,Linha 404,196,Articulado,Zona Sul,Zona Leste,42,8.1
951,2023-08-11,00:52,Linha 404,21,Micro-ônibus,Zona Leste,Centro,29,6.25
952,2023-10-10,22:25,Linha 202,39,Ônibus convencional,Centro,Zona Leste,23,5.85
953,2023-11-22,05:51,Linha 101,36,Ônibus convencional,Zona Sul,Zona Norte,39,7.45
954,2023-08-14,23:19,Linha 101,9,Micro-ônibus,Zona Sul,Zona Norte,88,9.9
955,2023-07-25,17:30,Linha 101,36,Micro-ônibus,Centro,Zona Sul,72,8.1
956,2023-12-01,01:46,Linha 101,73,Articulado,Centro,Zona Sul,90,9.0
957,2023-12-03,07:17,Linha 303,62,Ônibus convencional,Zona Norte,Zona Oeste,90,10.2
958,2023-05-17,09:42,Linha 303,86,Articulado,Zona Norte,Zona Oeste,42,7.8
959,2023-07-06,12:42,Linha 101,106,Articulado,Zona Sul,Zona Norte,80,9.5
960,2023-06-20,13:41,Linha 303,42,Elétrico,Zona Oeste,Centro,69,9.95
961,2023-04-20,22:32,Linha 202,62,Ônibus convencional,Centro,Zona Leste,84,8.9
962,2023-09-02,21:38,Linha 202,48,Ônibus convencional,Zona Norte,Centro,24,6.6
963,2023-12-15,17:22,Linha 303,214,Articulado,Zona Norte,Zona Oeste,56,8.5
964,2023-10-30,14:02,Linha 303,87,Articulado,Zona Norte,Zona Oeste,47,8.05
965,2023-01-13,00:46,Linha 202,70,Articulado,Zona Norte,Centro,55,8.75
966,2023-07-08,14:04,Linha 202,30,Ônibus convencional,Centro,Zona Leste,24,5.9
967,2023-01-04,10:47,Linha 202,88,Articulado,Zona Norte,Centro,64,7.2
968,2023-12-16,01:53,Linha 101,36,Ônibus convencional,Zona Sul,Zona Norte,66,8.8
969,2023-03-13,12:39,Linha 505,144,Articulado,Zona Oeste,Zona Sul,24,6.3
970,2023-07-11,17:58,Linha 404,48,Elétrico,Zona Sul,Zona Leste,81,10.05
971,2023-09-08,10:44,Linha 505,78,Articulado,Zona Oeste,Zona Sul,13,6.25
972,2023-11-21,13:29,Linha 404,47,Ônibus convencional,Zona Sul,Zona Leste,15,6.75
973,2023-11-24,12:30,Linha 404,31,Ônibus convencional,Zona Sul,Zona Leste,35,7.75
974,2023-03-22,10:03,Linha 101,110,Articulado,Zona Sul,Zona Norte,79,9.45
975,2023-03-20,12:52,Linha 303,49,Elétrico,Zona Oeste,Centro,34,7.3
976,2023-11-18,00:28,Linha 202,58,Ônibus convencional,Centro,Zona Leste,43,6.85
977,2023-08-07,18:27,Linha 101,282,Articulado,Zona Sul,Zona Norte,78,9.4
978,2023-11-25,17:20,Linha 404,100,Ônibus convencional,Zona Leste,Centro,30,6.8
979,2023-05-05,20:35,Linha 303,24,Micro-ônibus,Zona Oeste,Centro,32,7.6
980,2023-09-26,05:21,Linha 202,41,Elétrico,Zona Norte,Centro,58,8.0
981,2023-09-27,23:55,Linha 101,40,Elétrico,Centro,Zona Sul,78,8.4
982,2023-06-24,10:28,Linha 202,26,Ônibus convencional,Centro,Zona Leste,14,5.4
983,2023-09-16,08:44,Linha 101,74,Ônibus convencional,Centro,Zona Sul,82,8.6
984,2023-08-05,20:57,Linha 101,82,Articulado,Centro,Zona Sul,23,5.65
985,2023-12-17,00:24,Linha 101,34,Elétrico,Centro,Zona Sul,51,7.05
986,2023-07-18,21:07,Linha 505,30,Ônibus convencional,Zona Oeste,Zona Sul,23,7.25
987,2023-11-02,21:15,Linha 404,145,Articulado,Zona Leste,Centro,20,7.5
988,2023-09-18,05:34,Linha 404,38,Elétrico,Zona Leste,Centro,52,6.9
989,2023-06-06,03:19,Linha 101,143,Articulado,Zona Sul,Zona Norte,56,8.3
990,2023-06-06,14:59,Linha 202,56,Articulado,Zona Norte,Centro,13,6.35
991,2023-05-08,11:54,Linha 303,60,Ônibus convencional,Zona Norte,Zona Oeste,59,8.65
992,2023-06-18,17:48,Linha 505,76,Elétrico,Centro,Zona Oeste,39,6.95
993,2023-12-20,22:35,Linha 303,31,Elétrico,Zona Norte,Zona Oeste,48,8.1
994,2023-11-07,13:34,Linha 505,74,Articulado,Zona Oeste,Zona Sul,34,7.6
995,2023-03-18,16:37,Linha 202,25,Elétrico,Zona Norte,Centro,62,7.7
996,2023-12-05,08:24,Linha 303,248,Articulado,Zona Norte,Zona Oeste,62,8.8
997,2023-10-24,09:08,Linha 505,99,Articulado,Zona Oeste,Zona Sul,71,8.75
998,2023-05-11,10:28,Linha 303,125,Articulado,Zona Norte,Zona Oeste,77,9.55
999,2023-07-30,05:02,Linha 202,44,Ônibus convencional,Centro,Zona Leste,58,7.6
1000,2023-09-26,13:04,Linha 303,127,Articulado,Zona Oeste,Centro,81,8.15
