ID da viagem,Data,Hora,Linha de ônibus,Número de passageiros,Tipo de veículo,Localização de partida,Localização de chegada,Tempo de viagem (minutos),Custo da viagem (R$)
877,2023-05-03,07:14,Linha 404,15,Articulado,Zona Sul,Zona Sul,20,3.85
878,2023-02-21,08:42,Linha 303,19,Articulado,Zona Sul,Zona Norte,59,7.18
879,2023-11-12,10:07,Linha 505,14,Articulado,Zona Leste,Zona Sul,78,3.61
880,2023-10-31,10:07,Linha 303,58,Articulado,Zona Norte,Zona Oeste,41,5.44
881,2023-08-16,21:12,Linha 303,140,Micro-ônibus,Zona Oeste,Zona Oeste,37,4.41
882,2023-11-11,22:10,Linha 202,82,Elétrico,Zona Norte,Zona Oeste,39,4.08
883,2023-04-23,18:49,Linha 101,71,Articulado,Zona Norte,Centro,87,6.6
884,2023-02-09,12:48,Linha 404,88,Ônibus convencional,Zona Leste,Zona Sul,84,5.8
885,2023-10-24,13:13,Linha 303,25,Articulado,Centro,Zona Oeste,72,5.07
886,2023-02-18,10:11,Linha 404,98,Micro-ônibus,Centro,Zona Oeste,62,5.24
887,2023-12-09,18:54,Linha 505,46,Elétrico,Zona Leste,Zona Leste,26,4.17
888,2023-11-05,14:38,Linha 303,28,Articulado,Zona Oeste,Zona Oeste,45,4.97
889,2023-12-15,15:52,Linha 505,99,Micro-ônibus,Zona Leste,Zona Norte,69,4.78
890,2023-06-17,11:32,Linha 202,118,Micro-ônibus,Zona Oeste,Zona Oeste,34,4.78
891,2023-10-11,22:14,Linha 202,78,Micro-ônibus,Zona Leste,Zona Norte,84,7.0
892,2023-04-01,09:09,Linha 303,13,Articulado,Centro,Zona Norte,56,6.39
893,2023-10-31,20:46,Linha 202,32,Elétrico,Zona Sul,Zona Norte,30,6.79
894,2023-09-28,15:01,Linha 303,140,Articulado,Zona Oeste,Zona Leste,47,3.95
895,2023-09-08,17:46,Linha 202,30,Micro-ônibus,Zona Sul,Zona Norte,29,6.38
896,2023-03-18,09:24,Linha 404,67,Elétrico,Zona Norte,Centro,37,4.94
897,2023-10-28,21:41,Linha 505,43,Elétrico,Zona Leste,Centro,45,6.34
898,2023-01-18,13:46,Linha 404,131,Elétrico,Centro,Zona Leste,74,7.27
899,2023-06-02,14:04,Linha 505,146,Elétrico,Zona Leste,Centro,36,3.69
900,2023-09-07,05:27,Linha 505,18,Articulado,Zona Leste,Centro,82,6.07
901,2023-08-12,10:53,Linha 303,67,Ônibus convencional,Zona Sul,Zona Leste,21,5.5
902,2023-01-25,19:37,Linha 404,126,Ônibus convencional,Zona Sul,Zona Leste,46,5.52
903,2023-07-05,10:26,Linha 202,139,Micro-ônibus,Zona Norte,Zona Norte,47,5.66
904,2023-05-16,11:48,Linha 404,126,Ônibus convencional,Zona Oeste,Zona Norte,42,6.39
905,2023-11-05,06:21,Linha 202,108,Micro-ônibus,Centro,Zona Oeste,57,4.43
906,2023-05-25,21:38,Linha 505,132,Elétrico,Zona Sul,Zona Sul,39,5.03
907,2023-05-11,20:44,Linha 101,26,Ônibus convencional,Centro,Zona Leste,29,4.89
908,2023-11-13,06:25,Linha 202,76,Elétrico,Zona Leste,Centro,15,5.35
909,2023-09-11,22:02,Linha 303,34,Ônibus convencional,Zona Sul,Zona Leste,89,6.82
910,2023-11-17,17:42,Linha 404,150,Micro-ônibus,Zona Sul,Zona Leste,58,6.94
911,2023-07-30,05:09,Linha 404,135,Articulado,Zona Oeste,Zona Oeste,18,5.88
912,2023-02-07,05:44,Linha 505,144,Micro-ônibus,Zona Leste,Zona Norte,11,4.94
913,2023-03-26,12:26,Linha 303,139,Elétrico,Zona Norte,Zona Leste,71,5.06
914,2023-10-20,18:28,Linha 101,113,Elétrico,Centro,Centro,36,6.32
915,2023-06-23,17:17,Linha 202,102,Articulado,Centro,Zona Norte,57,6.47
916,2023-09-24,17:17,Linha 101,76,Elétrico,Zona Sul,Zona Sul,32,6.17
917,2023-10-02,08:14,Linha 101,109,Elétrico,Centro,Zona Leste,33,6.19
918,2023-08-14,05:59,Linha 404,150,Micro-ônibus,Zona Leste,Zona Oeste,73,5.1
919,2023-11-28,12:09,Linha 303,84,Articulado,Zona Norte,Zona Sul,29,6.72
920,2023-12-27,06:32,Linha 303,47,Micro-ônibus,Zona Sul,Zona Sul,47,4.66
921,2023-06-23,06:45,Linha 101,7,Articulado,Zona Sul,Centro,62,4.93
922,2023-10-14,10:13,Linha 404,46,Ônibus convencional,Zona Sul,Zona Sul,18,4.52
923,2023-02-23,09:08,Linha 202,83,Micro-ônibus,Centro,Zona Oeste,65,3.69
924,2023-09-22,21:12,Linha 101,148,Micro-ônibus,Centro,Zona Norte,74,6.42
925,2023-03-02,08:45,Linha 202,75,Ônibus convencional,Centro,Zona Leste,52,7.18
926,2023-05-25,13:23,Linha 404,31,Micro-ônibus,Zona Sul,Zona Sul,15,6.61
927,2023-04-21,16:28,Linha 101,59,Ônibus convencional,Zona Norte,Zona Leste,29,3.55
928,2023-07-31,06:38,Linha 404,63,Elétrico,Zona Oeste,Zona Norte,76,4.17
929,2023-08-05,14:13,Linha 303,79,Articulado,Zona Oeste,Zona Leste,12,6.47
930,2023-01-09,12:45,Linha 505,54,Articulado,Centro,Centro,24,4.34
931,2023-03-11,17:52,Linha 404,60,Articulado,Zona Sul,Centro,28,5.01
932,2023-01-23,20:57,Linha 303,93,Elétrico,Centro,Zona Oeste,26,4.24
933,2023-05-16,10:12,Linha 505,73,Micro-ônibus,Zona Sul,Zona Leste,74,4.98
934,2023-09-30,18:00,Linha 101,17,Articulado,Zona Norte,Centro,19,6.71
935,2023-08-09,19:46,Linha 303,68,Articulado,Zona Sul,Centro,29,5.45
936,2023-01-06,22:38,Linha 303,51,Articulado,Centro,Zona Oeste,58,7.0
937,2023-09-18,11:08,Linha 303,32,Elétrico,Zona Oeste,Zona Norte,71,4.84
938,2023-08-22,09:16,Linha 202,49,Elétrico,Zona Leste,Zona Norte,58,6.06
939,2023-01-20,08:29,Linha 303,40,Articulado,Zona Leste,Centro,86,5.55
940,2023-02-11,10:51,Linha 505,75,Elétrico,Centro,Zona Oeste,89,4.9
941,2023-03-21,22:51,Linha 202,52,Ônibus convencional,Zona Leste,Centro,64,5.7
942,2023-02-07,05:27,Linha 404,81,Micro-ônibus,Zona Leste,Zona Leste,23,4.07
943,2023-01-19,14:56,Linha 303,48,Ônibus convencional,Zona Norte,Zona Norte,29,7.04
944,2023-10-07,13:54,Linha 202,39,Ônibus convencional,Zona Leste,Centro,59,4.84
945,2023-09-02,22:34,Linha 202,109,Micro-ônibus,Zona Oeste,Zona Oeste,49,4.84
946,2023-12-14,09:04,Linha 101,18,Ônibus convencional,Zona Oeste,Zona Oeste,77,4.67
947,2023-07-01,13:52,Linha 303,44,Micro-ônibus,Zona Oeste,Zona Sul,13,4.94
948,2023-06-06,12:35,Linha 404,43,Elétrico,Zona Sul,Zona Norte,85,4.93
949,2023-10-22,13:23,Linha 101,48,Elétrico,Zona Norte,Zona Oeste,47,6.2
950,2023-04-02,05:41,Linha 101,122,Ônibus convencional,Zona Leste,Zona Sul,42,5.07
951,2023-12-11,16:58,Linha 303,102,Elétrico,Centro,Zona Sul,82,4.89
952,2023-08-03,08:56,Linha 505,12,Elétrico,Zona Oeste,Zona Sul,24,6.92
953,2023-06-16,11:21,Linha 101,55,Micro-ônibus,Zona Norte,Zona Sul,86,7.15
954,2023-10-02,15:16,Linha 505,101,Micro-ônibus,Zona Sul,Zona Norte,14,5.26
955,2023-11-09,16:16,Linha 202,104,Elétrico,Zona Norte,Zona Oeste,79,5.76
956,2023-05-04,18:12,Linha 101,7,Ônibus convencional,Zona Sul,Centro,35,4.06
957,2023-10-23,22:21,Linha 505,69,Micro-ônibus,Zona Oeste,Zona Sul,85,5.68
958,2023-11-16,09:51,Linha 101,124,Micro-ônibus,Zona Norte,Zona Oeste,54,4.36
959,2023-11-29,07:11,Linha 404,15,Elétrico,Centro,Centro,43,5.5
960,2023-11-01,13:12,Linha 101,54,Micro-ônibus,Zona Oeste,Zona Leste,42,5.22
961,2023-12-05,17:28,Linha 101,146,Elétrico,Centro,Zona Leste,41,6.6
962,2023-10-01,18:17,Linha 202,78,Elétrico,Centro,Centro,85,4.15
963,2023-01-14,20:32,Linha 202,70,Ônibus convencional,Zona Norte,Zona Oeste,39,5.78
964,2023-05-16,12:48,Linha 303,32,Micro-ônibus,Centro,Zona Norte,85,5.45
965,2023-07-16,12:45,Linha 101,113,Micro-ônibus,Zona Oeste,Zona Norte,13,7.05
966,2023-12-10,10:06,Linha 404,124,Articulado,Centro,Zona Oeste,90,6.04
967,2023-01-01,17:39,Linha 404,28,Elétrico,Zona Sul,Zona Norte,38,5.86
968,2023-09-21,12:03,Linha 202,147,Elétrico,Zona Norte,Centro,22,6.94
969,2023-07-04,22:00,Linha 505,83,Micro-ônibus,Centro,Zona Leste,64,5.0
970,2023-01-24,10:20,Linha 303,7,Ônibus convencional,Zona Oeste,Zona Norte,68,3.78
971,2023-04-14,06:22,Linha 303,11,Micro-ônibus,Zona Oeste,Zona Sul,21,3.71
972,2023-05-29,14:28,Linha 505,52,Articulado,Zona Norte,Zona Oeste,16,3.98
973,2023-06-30,12:25,Linha 303,105,Articulado,Centro,Zona Oeste,28,5.87
974,2023-07-02,21:59,Linha 202,47,Elétrico,Zona Norte,Centro,41,6.04
975,2023-07-22,15:16,Linha 404,121,Elétrico,Zona Norte,Zona Norte,12,6.41
976,2023-12-04,15:37,Linha 303,38,Elétrico,Zona Oeste,Centro,90,7.46
977,2023-01-16,09:34,Linha 404,136,Elétrico,Zona Norte,Zona Oeste,73,6.71
978,2023-02-11,12:28,Linha 404,21,Articulado,Zona Sul,Zona Oeste,34,5.79
979,2023-07-23,15:33,Linha 101,140,Elétrico,Centro,Zona Oeste,86,5.78
980,2023-02-14,07:19,Linha 202,49,Micro-ônibus,Zona Leste,Zona Norte,69,5.91
981,2023-07-11,17:36,Linha 101,142,Articulado,Zona Oeste,Zona Sul,78,4.92
982,2023-09-30,19:59,Linha 303,75,Elétrico,Centro,Zona Leste,17,7.43
983,2023-10-27,21:45,Linha 101,133,Ônibus convencional,Centro,Centro,85,6.38
984,2023-10-24,15:19,Linha 101,19,Ônibus convencional,Centro,Zona Leste,43,3.6
985,2023-03-31,07:43,Linha 505,70,Articulado,Centro,Centro,31,4.39
986,2023-06-10,17:02,Linha 303,90,Micro-ônibus,Centro,Zona Norte,23,4.95
987,2023-02-05,07:42,Linha 101,58,Articulado,Centro,Zona Oeste,32,5.65
988,2023-04-03,14:41,Linha 404,119,Elétrico,Zona Oeste,Centro,77,4.72
989,2023-07-16,11:29,Linha 505,17,Micro-ônibus,Zona Oeste,Zona Leste,86,5.36
990,2023-01-19,06:32,Linha 303,116,Elétrico,Zona Leste,Centro,36,5.11
991,2023-10-02,18:26,Linha 303,21,Elétrico,Zona Sul,Centro,37,6.68
992,2023-11-23,16:33,Linha 505,32,Micro-ônibus,Zona Norte,Zona Oeste,64,7.1
993,2023-11-22,21:08,Linha 404,55,Articulado,Zona Oeste,Zona Leste,67,5.46
994,2023-11-22,07:23,Linha 505,47,Micro-ônibus,Zona Oeste,Centro,64,4.92
995,2023-01-31,15:02,Linha 101,112,Articulado,Zona Oeste,Zona Norte,16,5.78
996,2023-06-14,06:56,Linha 404,18,Micro-ônibus,Zona Norte,Zona Sul,22,4.34
997,2023-08-08,08:39,Linha 505,72,Articulado,Zona Sul,Zona Sul,78,6.16
998,2023-03-27,17:06,Linha 303,139,Elétrico,Zona Leste,Zona Norte,11,5.94
999,2023-06-30,06:19,Linha 303,73,Articulado,Zona Leste,Zona Norte,26,5.2
1000,2023-01-28,13:11,Linha 404,38,Elétrico,Zona Norte,Zona Sul,51,6.76
